year,weight_scenario,aggregation,no_increase,gw_0.5m,gw_1m
0,W10_linear,CES_sigma_0.7,82.66130564691848,82.66130564691848,82.66130564691848
25,W10_linear,CES_sigma_0.7,78.70120006454611,76.09361880355029,72.23889231571404
50,W10_linear,CES_sigma_0.7,60.54852794353785,53.869622661696745,45.18837576504866
75,W10_linear,CES_sigma_0.7,41.52281480378473,30.14237839388136,24.077495741201293
100,W10_linear,CES_sigma_0.7,23.05568224543011,14.76958130604812,9.954333540796465
0,W1_linear,CES_sigma_0.7,48.84822420960906,48.84822420960906,48.84822420960906
25,W1_linear,CES_sigma_0.7,46.509202477393735,44.98784077088513,42.72326390586714
50,W1_linear,CES_sigma_0.7,35.78870831506502,31.86819343357562,26.754446427929945
75,W1_linear,CES_sigma_0.7,24.54606978360788,17.84089400355495,14.263444204905257
100,W1_linear,CES_sigma_0.7,13.630433074113938,8.740337397819982,5.900454706856211
0,W2_linear,CES_sigma_0.7,20.84423071628744,20.84423071628744,20.84423071628744
25,W2_linear,CES_sigma_0.7,19.86469273526883,19.24073472017103,18.294881409267052
50,W2_linear,CES_sigma_0.7,15.297040610003863,13.654116568401397,11.493046694536154
75,W2_linear,CES_sigma_0.7,10.493227256596285,7.6494634730730295,6.132701638542786
100,W2_linear,CES_sigma_0.7,5.823379299071598,3.740773357679248,2.53807071124986
0,W3_linear,CES_sigma_0.7,34.342083239922175,34.342083239922175,34.342083239922175
25,W3_linear,CES_sigma_0.7,32.70941681258458,31.65138750202321,30.069065012444963
50,W3_linear,CES_sigma_0.7,25.175566304060467,22.43267746949403,18.84735814530182
75,W3_linear,CES_sigma_0.7,17.267998094287286,12.560894297312682,10.050122614763694
100,W3_linear,CES_sigma_0.7,9.587759349916356,6.150075184519505,4.158043649333646
0,W4_linear,CES_sigma_0.7,23.732324669944823,23.732324669944823,23.732324669944823
25,W4_linear,CES_sigma_0.7,22.633208585713888,21.906375965882027,20.82016208337638
50,W4_linear,CES_sigma_0.7,17.426098569613472,15.531872202746172,13.059057419440922
75,W4_linear,CES_sigma_0.7,11.953180428148181,8.693230718861498,6.959768076093153
100,W4_linear,CES_sigma_0.7,6.6357994602537325,4.249979413692585,2.8779318122312176
0,W5_linear,CES_sigma_0.7,22.551373492395175,22.551373492395175,22.551373492395175
25,W5_linear,CES_sigma_0.7,21.52157473852496,20.82914093372131,19.79816604052206
50,W5_linear,CES_sigma_0.7,16.57198624823644,14.766978913731203,12.416072642951464
75,W5_linear,CES_sigma_0.7,11.3666538364231,8.260805691858693,6.613318989649394
100,W5_linear,CES_sigma_0.7,6.308497609979786,4.0355279300615505,2.7327216352204715
0,W6_linear,CES_sigma_0.7,20.97751241490105,20.97751241490105,20.97751241490105
25,W6_linear,CES_sigma_0.7,19.980592742140566,19.353632639870447,18.40026418906762
50,W6_linear,CES_sigma_0.7,15.384662189861748,13.735128022642675,11.5612412983581
75,W6_linear,CES_sigma_0.7,10.554464618381541,7.699051081126437,6.172265645028731
100,W6_linear,CES_sigma_0.7,5.860289682625292,3.767646462105315,2.5566776430397846
0,W7_linear,CES_sigma_0.7,41.5973959823889,41.5973959823889,41.5973959823889
25,W7_linear,CES_sigma_0.7,39.61164679300721,38.32182939107936,36.398272865749746
50,W7_linear,CES_sigma_0.7,30.483972205115148,27.15198383704046,22.8021707481094
75,W7_linear,CES_sigma_0.7,20.90829822712405,15.201709825362034,12.15741329013062
100,W7_linear,CES_sigma_0.7,11.609787750591737,7.445580772933119,5.029486162283103
0,W8_linear,CES_sigma_0.7,17.469587109285886,17.469587109285886,17.469587109285886
25,W8_linear,CES_sigma_0.7,16.652053771742164,16.138671391629405,15.35339896326783
50,W8_linear,CES_sigma_0.7,12.826760374769343,11.461407092959773,9.65781797493496
75,W8_linear,CES_sigma_0.7,8.798719613498974,6.4229258123044355,5.155782745159104
100,W8_linear,CES_sigma_0.7,4.880597686162949,3.1388909782284546,2.133878724811978
0,W9_linear,CES_sigma_0.7,15.263728141279259,15.263728141279259,15.263728141279259
25,W9_linear,CES_sigma_0.7,14.586550268471598,14.127199510445163,13.438856413094298
50,W9_linear,CES_sigma_0.7,11.237920682367172,10.025339985803383,8.44258597787248
75,W9_linear,CES_sigma_0.7,7.708657906773116,5.60784566409291,4.496390384180587
100,W9_linear,CES_sigma_0.7,4.276711977598246,2.7343331253302736,1.8574558653616964
